stop_name,stop_id,stop_lat,stop_lon
Bad Bramstedt Kurhaus,10100,53.903366,9.89042
Bad Breisig,12980,50.50422,7.304564
Bad Breisig,2649,50.50422,7.304564
Bad Camberg,5116,50.296432,8.255036
Bad Camberg,9228,50.296432,8.255036
Bad Doberan,12368,54.100002,11.905335
Bad Doberan,12785,54.100002,11.905335
Bad Doberan,14375,54.100002,11.905335
Bad Doberan,3504,54.100002,11.905335
Bad Doberan Goethestraße,6540,54.108463,11.899894
Bad Doberan Stadtmitte,11873,54.10465,11.9021
Bad Driburg(Westf),14578,51.730324,9.03081
Bad Driburg(Westf),4786,51.730324,9.03081
Bad Dürkheim,10402,49.460632,8.170701
Bad Dürkheim,8811,49.460632,8.170701
Bad Dürrenberg,10802,51.305164,12.071053
Bad Dürrenberg,13745,51.305164,12.071053
Bad Elster,5463,50.296673,12.256286
Bad Elster,8739,50.296673,12.256286
Bad Ems,11925,50.327652,7.728637
Bad Ems,7375,50.327652,7.728637
Bad Ems West,4240,50.330692,7.706039
Bad Ems West,936,50.330692,7.706039
Bad Endorf,14161,47.905067,12.301558
Bad Endorf,2661,47.905067,12.301558
Bad Freienwalde,4600,52.789932,14.035751
Bad Friedrichshall Hbf,10306,49.23157,9.199771
Bad Friedrichshall Hbf,10546,49.23157,9.199771
Bad Friedrichshall Hbf,12773,49.23157,9.199771
Bad Friedrichshall Hbf,4381,49.23157,9.199771
Bad Friedrichshall Hbf,6566,49.23157,9.199771
Bad Friedrichshall Hbf,6729,49.23157,9.199771
Bad Friedrichshall-Kochendorf,4745,49.218563,9.210985
Bad Gandersheim,12041,51.86737,10.020236
Bad Gandersheim,3006,51.86737,10.020236
Bad Griesbach(Schwarzwald),1537,48.44862,8.230569
Bad Grönenbach,1288,47.88247,10.253715
Bad Grönenbach,395,47.88247,10.253715
Bad Harzburg,10632,51.88837,10.554219
Bad Harzburg,13716,51.88837,10.554219
Bad Harzburg,3889,51.88837,10.554219
Bad Harzburg,8781,51.88837,10.554219
Bad Hersfeld,10399,50.869633,9.716182
Bad Hersfeld,10570,50.869633,9.716182
Bad Hersfeld,13018,50.869633,9.716182
Bad Holzhausen,1522,52.289097,8.545854
Bad Holzhausen,4192,52.289097,8.545854
Bad Homburg,11226,50.219906,8.620624
Bad Homburg,13596,50.219906,8.620624
Bad Homburg,5497,50.219906,8.620624
Bad Homburg,7842,50.219906,8.620624
Bad Honnef(Rhein),13554,50.63977,7.219533
Bad Honnef(Rhein),7394,50.63977,7.219533
Bad Honnef(Rhein),9527,50.63977,7.219533
Bad Höhenstadt,2396,48.494606,13.323195
Bad Hönningen,1205,50.513676,7.310871
Bad Hönningen,3860,50.513676,7.310871
Bad Hönningen,4640,50.513676,7.310871
Bad Karlshafen,7921,51.64627,9.44571
Bad Kissingen,10674,50.191547,10.079885
Bad Kissingen,8079,50.191547,10.079885
Bad Kissingen,8532,50.191547,10.079885
Bad Kleinen,13825,53.766975,11.466925
Bad Kleinen,14746,53.766975,11.466925
Bad Kleinen,3086,53.766975,11.466925
Bad Kleinen,6966,53.766975,11.466925
Bad Kohlgrub,2555,47.668007,11.058204
Bad Kohlgrub,3795,47.668007,11.058204
