stop_name,stop_id,stop_lat,stop_lon
Augsburg Hbf,12724,48.36544,10.88557
Augsburg Hbf,13341,48.36544,10.88557
Augsburg Hbf,14001,48.36544,10.88557
Augsburg Hbf,14390,48.36544,10.88557
Augsburg Hbf,1939,48.36544,10.88557
Augsburg Hbf,2541,48.36544,10.88557
Augsburg Hbf,2585,48.36544,10.88557
Augsburg Hbf,3009,48.36544,10.88557
Augsburg Hbf,341,48.36544,10.88557
Augsburg Hbf,3811,48.36544,10.88557
Augsburg Hbf,4691,48.36544,10.88557
Augsburg Hbf,5504,48.36544,10.88557
Augsburg Hbf,5627,48.36544,10.88557
Augsburg Hbf,6092,48.36544,10.88557
Augsburg Hbf,6094,48.36544,10.88557
Augsburg Hbf,656,48.36544,10.88557
Augsburg Hbf,6657,48.36544,10.88557
Augsburg Hbf,6712,48.36544,10.88557
Augsburg Hbf,6943,48.36544,10.88557
Augsburg Hbf,9183,48.36544,10.88557
Augsburg Hbf,9265,48.36544,10.88557
Augsburg Hbf,9652,48.36544,10.88557
Augsburg Hbf,9788,48.36544,10.88557
Augsburg Hbf,9967,48.36544,10.88557
Augsburg Messe,12967,48.338684,10.886086
Augsburg Messe,2020,48.338684,10.886086
Augsburg Morellstr.,5725,48.355087,10.892948
Augsburg Morellstr.,8005,48.355087,10.892948
Augsburg-Hochzoll,10787,48.352978,10.943376
Augsburg-Hochzoll,1484,48.352978,10.943376
Augsburg-Hochzoll,7227,48.352978,10.943376
Augsburg-Hochzoll,749,48.352978,10.943376
Augsburg-Oberhausen,11587,48.38077,10.872533
Augsburg-Oberhausen,12804,48.38077,10.872533
Augsburg-Oberhausen,2974,48.38077,10.872533
Augsburg-Oberhausen,3139,48.38077,10.872533
Augsburg-Oberhausen,3552,48.38077,10.872533
Augsburg-Oberhausen,424,48.38077,10.872533
Augsburg-Oberhausen,9134,48.38077,10.872533
Augsburg-Oberhausen,9719,48.38077,10.872533
"August-Bebel-Straße, Karlsruhe",13914,49.023914,8.375667
"August-Bebel-Straße, Karlsruhe",4208,49.024162,8.375802
Augustfehn,11351,53.22089,7.759659
Augustfehn,8114,53.22089,7.759659
Aukrug,709,54.082397,9.78581
Aulendorf,1081,47.953053,9.644046
Aulendorf,11532,47.953053,9.644046
Aulendorf,12673,47.953053,9.644046
Aulendorf,1365,47.953053,9.644046
Aulendorf,6446,47.953053,9.644046
Aumenau,11193,50.40042,8.249249
Aumenau,9817,50.40042,8.249249
Aumühle,12986,53.529854,10.314672
Aumühle,5914,53.529854,10.314672
Aumühle,7069,53.529854,10.314672
Auringen-Medenbach,4818,50.11361,8.332093
Auw an der Kyll,11983,49.903595,6.614525
Auw an der Kyll,897,49.903595,6.614525
Außenried,2229,49.015762,13.181763
Avignon TGV,14193,43.921936,4.786044
Aying,11880,47.96876,11.769578
Aying,3244,47.96876,11.769578
Aying,9934,47.96876,11.769578
Aßlar,2572,50.588657,8.462756
Aßlar,4756,50.588657,8.462756
Aßling(Oberbay),3304,47.98949,11.993518
Aßling(Oberbay),8138,47.98949,11.993518
Baabe,11156,54.362316,13.704806
Baalberge,11298,51.763046,11.784682
Baalberge,9391,51.763046,11.784682
Baar-Ebenhausen,2074,48.67494,11.460092
Baar-Ebenhausen,4363,48.67494,11.460092
Babenhausen Langstadt,7824,49.922276,8.945733
Babenhausen(Hess),1346,49.957962,8.957182
Babenhausen(Hess),2188,49.957962,8.957182
Babenhausen(Hess),2813,49.957962,8.957182
Babenhausen(Hess),8069,49.957962,8.957182
Babstadt,8693,49.240196,9.060708
Babylon,9669,49.398876,12.869049
Bacharach,12797,50.056103,7.769523
Bacharach,13816,50.056103,7.769523
Bachern,10876,48.28016,11.378716
Bachfeld,5957,50.405773,10.982451
Bachheim,14726,47.862072,8.399399
Backnang,10020,48.942677,9.425989
Backnang,12226,48.942677,9.425989
Backnang,3999,48.942677,9.425989
Backnang,5523,48.942677,9.425989
Backnang,6677,48.942677,9.425989
Bad Abbach,4291,48.922733,11.994322
Bad Abbach,9284,48.922733,11.994322
Bad Aibling,10339,47.862026,12.004157
Bad Aibling,13757,47.862026,12.004157
Bad Aibling Kurpark,10649,47.857616,12.013823
Bad Arolsen,14264,51.3816,8.997792
Bad Arolsen,8369,51.3816,8.997792
Bad Bederkesa,13509,53.6301,8.829324
Bad Bellingen,10,47.730804,7.557601
Bad Bellingen,10421,47.730804,7.557601
Bad Belzig,13382,52.135967,12.594981
Bad Belzig,6042,52.135967,12.594981
Bad Bentheim,4689,52.30985,7.158539
Bad Bentheim,7169,52.30985,7.158539
Bad Bentheim,8758,52.30985,7.158539
Bad Bentheim(Gr),578,52.3091,7.04016
Bad Bergzabern,10854,49.10321,8.002787
Bad Berka,14282,50.896137,11.28155
Bad Berka,6907,50.896137,11.28155
Bad Berka Zeughausplatz,11217,50.90044,11.280095
Bad Berleburg,4513,51.051197,8.394109
Bad Bevensen,10046,53.078247,10.574141
Bad Bevensen,3088,53.078247,10.574141
Bad Birnbach,6477,48.432854,13.074034
Bad Blankenburg(Thüringerw),14648,50.682648,11.275498
Bad Blankenburg(Thüringerw),6467,50.682648,11.275498
Bad Bodendorf,10321,50.556267,7.217217
Bad Bodenteich,10562,52.834274,10.673371
Bad Bodenteich,12732,52.834274,10.673371
Bad Brambach,236,50.217587,12.311414
Bad Bramstedt,13011,53.920593,9.890162
Bad Bramstedt Kurhaus,10635,53.903366,9.89042
Bad Breisig,1309,50.50422,7.304564
Bad Breisig,6798,50.50422,7.304564
Bad Camberg,12884,50.296432,8.255036
Bad Camberg,14141,50.296432,8.255036
Bad Doberan,13613,54.100002,11.905335
Bad Doberan,14936,54.100002,11.905335
Bad Doberan,14999,54.100002,11.905335
Bad Doberan,8322,54.100002,11.905335
Bad Doberan,8818,54.100002,11.905335
Bad Doberan Goethestraße,4508,54.108463,11.899894
Bad Doberan Stadtmitte,6985,54.10465,11.9021
Bad Driburg(Westf),14344,51.730324,9.03081
Bad Driburg(Westf),14525,51.730324,9.03081
Bad Dürkheim,14510,49.460632,8.170701
Bad Dürkheim,7746,49.460632,8.170701
Bad Dürrenberg,12558,51.305164,12.071053
Bad Dürrenberg,15034,51.305164,12.071053
Bad Elster,5169,50.296673,12.256286
Bad Ems,10462,50.327652,7.728637
Bad Ems,9989,50.327652,7.728637
Bad Ems West,13049,50.330692,7.706039
